# 「샘」(질량손실) 게이트 판정 — 기준 B · (무리 · 신호) 짝 (미해결 #84 · 세션 7.77)
# [가정값: 업계 공개자료 전형범위 · 프로젝트정리 5장] 실측 아님
# 가정값 기반 — 실측 아님.
#
# 내는 명령: .venv/Scripts/python.exe -m cdu_simul.massloss_gate --pairs
#   (읽는 것은 results/cdu_dataset.csv 하나다. 판정 기준·임계는 이 파일이
#    만들지 않는다 — docs/session745-massloss-gate-criteria.md 의 것을 쓴다.)
#
# 실린 짝: 이상 기구를 진 CDU 만 9,600. 뺀 짝 7,680 —
#   이웃 CDU 다. 뺀 근거는 기준 문서 2-4: 기대 부호는 기구를 진
#   CDU 에서 나온 것이라 이웃 CDU 의 통과·실패가 무엇을 뜻하는지
#   정해지지 않았다. 리포트의 통과율도 같은 모집단으로 내므로,
#   목록과 통과율이 같은 모집단을 봐야 합격선을 그을 때 어긋나지
#   않는다.
#   **이 파일은 전 짝이 아니다.** 이웃 CDU 짝까지 내려면 같은
#   명령에 --all-cdu 를 붙인다 (--pairs --all-cdu) — 그러면 같은
#   두 파일이 전 짝으로 다시 쓰인다. 세션 7.77 은 붙이지 않았다.
#
# 여유(margin) = value − threshold. **> 0 이면 통과쪽 여유다.**
#   A: value = delta_abs × expected_sign · threshold = 0 (원단위)
#   C: value = |delta_judged| · threshold = NOISE_THRESHOLD[unit] (판정단위)
#   B: margin = 수준 오름차순 |Δ| 의 이웃 차 최소 · threshold = 0 (원단위)
#   「해당 없음」 짝의 여유는 판정에 쓰이지 않는다 — 자리만 채운다.
#   unit 열은 **신호의 판정단위**(리포트와 같다)이고, A 의 value·margin 은
#   그것과 달리 원단위다 — 어느 쪽인지는 margin_unit 열이 말한다.
criterion,pump_head_rated_mAq,branch_dp_rated_mAq,valve_dp_rated_mAq,ntu,T_secondary_supply_C,cdu_config,cdu_index,load_percent,residual_return_share,pump_sees_supply_flow,share_uses_return_flow,signal,verdict,margin,threshold,margin_unit 
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.0,True,True,⑸ 주입랙 출구온도,통과,0.018404697984991003,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,False,False,⑴ 총유량,통과,0.013670732687188547,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,False,False,⑵ 펌프 양정,통과,0.007089827528364623,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,False,False,⑶ 주입랙 통과유량,통과,0.0017088415858987904,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,False,False,⑷ 타 랙 유량,통과,0.0017088415858987904,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,False,False,⑸ 주입랙 출구온도,통과,0.031263515207967885,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,False,True,⑴ 총유량,통과,0.013692781020104405,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,False,True,⑵ 펌프 양정,통과,0.007083145976427119,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,False,True,⑶ 주입랙 통과유량,통과,0.0017115976275134948,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,False,True,⑷ 타 랙 유량,통과,0.0017115976275134948,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,False,True,⑸ 주입랙 출구온도,통과,0.02521760059644862,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,True,False,⑴ 총유량,통과,0.009761015598146017,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,True,False,⑵ 펌프 양정,통과,0.0029955916475508104,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,True,False,⑶ 주입랙 통과유량,통과,0.0012201269497684741,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,True,False,⑷ 타 랙 유량,통과,0.0012201269497684741,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,True,False,⑸ 주입랙 출구온도,통과,0.029259302141014132,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,True,True,⑴ 총유량,통과,0.009783052934663417,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,True,True,⑵ 펌프 양정,통과,0.003002369599030885,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,True,True,⑶ 주입랙 통과유량,통과,0.001222881616832927,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,True,True,⑷ 타 랙 유량,통과,0.001222881616832927,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,0.5,True,True,⑸ 주입랙 출구온도,통과,0.0231953687293327,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,False,False,⑴ 총유량,통과,0.023582812408248444,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,False,False,⑵ 펌프 양정,통과,0.004074093198870088,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,False,False,⑶ 주입랙 통과유량,통과,0.0029478515510306114,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,False,False,⑷ 타 랙 유량,통과,0.0029478515510306114,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,False,False,⑸ 주입랙 출구온도,통과,0.0359759356552658,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,False,True,⑴ 총유량,통과,0.02360467302765734,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,False,True,⑵ 펌프 양정,통과,0.004067314134619693,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,False,True,⑶ 주입랙 통과유량,통과,0.0029505841284576118,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,False,True,⑷ 타 랙 유량,통과,0.0029505841284576118,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,False,True,⑸ 주입랙 출구온도,통과,0.029974382911824193,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,True,False,⑴ 총유량,통과,0.019655740527548815,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,True,False,⑵ 펌프 양정,통과,0.006043540982012985,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,True,False,⑶ 주입랙 통과유량,통과,0.002456967565943602,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,True,False,⑷ 타 랙 유량,통과,0.002456967565943602,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,True,False,⑸ 주입랙 출구온도,통과,0.03398193172650821,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,True,True,⑴ 총유량,통과,0.019677590110328325,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,True,True,⑵ 펌프 양정,통과,0.006050361597605303,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,True,True,⑶ 주입랙 통과유량,통과,0.0024596987637912626,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,True,True,⑷ 타 랙 유량,통과,0.0024596987637912626,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,dual_symmetric,0,100.0,1.0,True,True,⑸ 주입랙 출구온도,통과,0.0279624444319424,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.0,False,,⑴ 총유량,통과,0.0038641283854943254,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.0,False,,⑵ 펌프 양정,통과,0.010036687951188838,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.0,False,,⑶ 주입랙 통과유량,통과,0.00048301604818723476,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.0,False,,⑷ 타 랙 유량,통과,0.00048301604818723476,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.0,False,,⑸ 주입랙 출구온도,통과,0.005345473968638714,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.0,True,,⑴ 총유량,해당 없음,1.638322722996577e-05,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.0,True,,⑵ 펌프 양정,해당 없음,5.007804183776443e-06,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.0,True,,⑶ 주입랙 통과유량,해당 없음,2.0479034035236765e-06,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.0,True,,⑷ 타 랙 유량,해당 없음,2.0479034035236765e-06,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.0,True,,⑸ 주입랙 출구온도,통과,0.00496686404152058,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.5,False,,⑴ 총유량,통과,0.01374139139979036,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.5,False,,⑵ 펌프 양정,통과,0.007055465500044988,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.5,False,,⑶ 주입랙 통과유량,통과,0.0017176739249733508,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.5,False,,⑷ 타 랙 유량,통과,0.0017176739249733508,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.5,False,,⑸ 주입랙 출구온도,통과,0.0059617875440380885,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.5,True,,⑴ 총유량,통과,0.00984354310313762,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.5,True,,⑵ 펌프 양정,통과,0.0030154808848195103,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.5,True,,⑶ 주입랙 통과유량,통과,0.0012304428878924245,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.5,True,,⑷ 타 랙 유량,통과,0.0012304428878924245,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,0.5,True,,⑸ 주입랙 출구온도,통과,0.005585860435267875,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,1.0,False,,⑴ 총유량,통과,0.023663191546113183,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,1.0,False,,⑵ 펌프 양정,통과,0.004041903371934552,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,1.0,False,,⑶ 주입랙 통과유량,통과,0.00295789894326437,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,1.0,False,,⑷ 타 랙 유량,통과,0.00295789894326437,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,1.0,False,,⑸ 주입랙 출구온도,통과,0.006573244460817307,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,1.0,True,,⑴ 총유량,통과,0.01974800672456034,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,1.0,True,,⑵ 펌프 양정,통과,0.006061123149336822,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,1.0,True,,⑶ 주입랙 통과유량,통과,0.0024685008405698206,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,1.0,True,,⑷ 타 랙 유량,통과,0.0024685008405698206,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,20.0,1.0,True,,⑸ 주입랙 출구온도,통과,0.006199992864537762,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.0,False,,⑴ 총유량,통과,0.003805360014805359,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.0,False,,⑵ 펌프 양정,통과,0.010072880305955323,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.0,False,,⑶ 주입랙 통과유량,통과,0.0004756700018506699,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.0,False,,⑷ 타 랙 유량,통과,0.0004756700018506699,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.0,False,,⑸ 주입랙 출구온도,통과,0.025911361923661502,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.0,True,,⑴ 총유량,해당 없음,8.930469839008026e-05,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.0,True,,⑵ 펌프 양정,해당 없음,2.7346852533582933e-05,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.0,True,,⑶ 주입랙 통과유량,해당 없음,1.1163087298760033e-05,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.0,True,,⑷ 타 랙 유량,해당 없음,1.1163087298760033e-05,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.0,True,,⑸ 주입랙 출구온도,통과,0.024527757059878752,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.5,False,,⑴ 총유량,통과,0.01367879458243948,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.5,False,,⑵ 펌프 양정,통과,0.00708738456394542,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.5,False,,⑶ 주입랙 통과유량,통과,0.001709849322804935,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.5,False,,⑷ 타 랙 유량,통과,0.001709849322804935,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.5,False,,⑸ 주입랙 출구온도,통과,0.02905253082331427,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.5,True,,⑴ 총유량,통과,0.009766756706987678,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.5,True,,⑵ 펌프 양정,통과,0.0029973574550297144,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.5,True,,⑶ 주입랙 통과유량,통과,0.0012208445883734598,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.5,True,,⑷ 타 랙 유량,통과,0.0012208445883734598,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,0.5,True,,⑸ 주입랙 출구온도,통과,0.02767924890987672,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,1.0,False,,⑴ 총유량,통과,0.023596675259977218,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,1.0,False,,⑵ 펌프 양정,통과,0.00406976916291768,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,1.0,False,,⑶ 주입랙 통과유량,통과,0.002949584407496708,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,1.0,False,,⑷ 타 랙 유량,통과,0.002949584407496708,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,1.0,False,,⑸ 주입랙 출구온도,통과,0.03216974366053904,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,1.0,True,,⑴ 총유량,통과,0.019667264440517584,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,1.0,True,,⑵ 펌프 양정,통과,0.006047165618717543,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,1.0,True,,⑶ 주입랙 통과유량,통과,0.00245840805506492,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,1.0,True,,⑷ 타 랙 유량,통과,0.00245840805506492,0.0,원단위
B,20.0,3.0,5.0,2.0,30.0,single,0,100.0,1.0,True,,⑸ 주입랙 출구온도,통과,0.030806745782129497,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,False,False,⑴ 총유량,통과,0.0038617419476469905,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,False,False,⑵ 펌프 양정,통과,0.010030442495104097,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,False,False,⑶ 주입랙 통과유량,통과,0.00048271774345609586,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,False,False,⑷ 타 랙 유량,통과,0.00048271774345609586,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,False,False,⑸ 주입랙 출구온도,통과,0.004628712289463266,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,False,True,⑴ 총유량,통과,0.0038656656396067746,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,False,True,⑵ 펌프 양정,통과,0.01002926173012142,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,False,True,⑶ 주입랙 통과유량,통과,0.00048320820495040273,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,False,True,⑷ 타 랙 유량,통과,0.00048320820495040273,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,False,True,⑸ 주입랙 출구온도,통과,0.00338745586821787,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,True,False,⑴ 총유량,해당 없음,1.3019233591649026e-05,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,True,False,⑵ 펌프 양정,해당 없음,3.9768062016776184e-06,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,True,False,⑶ 주입랙 통과유량,해당 없음,1.6274041989561283e-06,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,True,False,⑷ 타 랙 유량,해당 없음,1.6274041989561283e-06,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,True,False,⑸ 주입랙 출구온도,통과,0.004132414712252341,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,True,True,⑴ 총유량,해당 없음,9.097981903849472e-06,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,True,True,⑵ 펌프 양정,해당 없음,2.779037838962495e-06,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,True,True,⑶ 주입랙 통과유량,해당 없음,1.137247737981184e-06,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,True,True,⑷ 타 랙 유량,해당 없음,1.137247737981184e-06,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.0,True,True,⑸ 주입랙 출구온도,통과,0.0028875951847382453,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,False,False,⑴ 총유량,통과,0.01373950690913972,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,False,False,⑵ 펌프 양정,통과,0.007051150857286359,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,False,False,⑶ 주입랙 통과유량,통과,0.001717438363642687,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,False,False,⑷ 타 랙 유량,통과,0.001717438363642687,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,False,False,⑸ 주입랙 출구온도,통과,0.005582179265825715,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,False,True,⑴ 총유량,통과,0.013743400922363591,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,False,True,⑵ 펌프 양정,통과,0.007049973778354257,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,False,True,⑶ 주입랙 통과유량,통과,0.0017179251152954489,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,False,True,⑷ 타 랙 유량,통과,0.0017179251152954489,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,False,True,⑸ 주입랙 출구온도,통과,0.004349007720605869,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,True,False,⑴ 총유량,통과,0.009847421552386493,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,True,False,⑵ 펌프 양정,통과,0.0030145986249401346,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,True,False,⑶ 주입랙 통과유량,통과,0.0012309276940487557,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,True,False,⑷ 타 랙 유량,통과,0.0012309276940487557,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,True,False,⑸ 주입랙 출구온도,통과,0.005088662271116817,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,True,True,⑴ 총유량,통과,0.009851313125139427,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,True,True,⑵ 펌프 양정,통과,0.0030157925963045784,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,True,True,⑶ 주입랙 통과유량,통과,0.0012314141406424284,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,True,True,⑷ 타 랙 유량,통과,0.0012314141406424284,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,0.5,True,True,⑸ 주입랙 출구온도,통과,0.003851940443357904,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,False,False,⑴ 총유량,통과,0.023661857018010934,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,False,False,⑵ 펌프 양정,통과,0.004039524947156536,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,False,False,⑶ 주입랙 통과유량,통과,0.002957732127251811,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,False,False,⑷ 타 랙 유량,통과,0.002957732127251811,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,False,False,⑸ 주입랙 출구온도,통과,0.006530643618475551,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,False,True,⑴ 총유량,통과,0.023665721385105698,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,False,True,⑵ 펌프 양정,통과,0.004038328819014225,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,False,True,⑶ 주입랙 통과유량,통과,0.00295821517313799,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,False,True,⑷ 타 랙 유량,통과,0.00295821517313799,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,False,True,⑸ 주입랙 출구온도,통과,0.005305532263147228,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,True,False,⑴ 총유량,통과,0.01975244763459827,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,True,False,⑵ 펌프 양정,통과,0.006058317765987198,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,True,False,⑶ 주입랙 통과유량,통과,0.0024690559543243396,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,True,False,⑷ 타 랙 유량,통과,0.0024690559543243396,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,True,False,⑸ 주입랙 출구온도,통과,0.006039904006481578,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,True,True,⑴ 총유량,통과,0.019756309560818863,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,True,True,⑵ 펌프 양정,통과,0.006059521186440264,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,True,True,⑶ 주입랙 통과유량,통과,0.00246953869510258,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,True,True,⑷ 타 랙 유량,통과,0.00246953869510258,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,20.0,1.0,True,True,⑸ 주입랙 출구온도,통과,0.00481125525532633,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,100.0,0.0,False,False,⑴ 총유량,통과,0.0038138155008553554,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,100.0,0.0,False,False,⑵ 펌프 양정,통과,0.010059514409256565,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,100.0,0.0,False,False,⑶ 주입랙 통과유량,통과,0.0004767269376069194,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,100.0,0.0,False,False,⑷ 타 랙 유량,통과,0.0004767269376069194,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,100.0,0.0,False,False,⑸ 주입랙 출구온도,통과,0.02240306484122101,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,100.0,0.0,False,True,⑴ 총유량,통과,0.00383479719755897,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,100.0,0.0,False,True,⑵ 펌프 양정,통과,0.010053191200245948,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,100.0,0.0,False,True,⑶ 주입랙 통과유량,통과,0.00047934964969442717,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,100.0,0.0,False,True,⑷ 타 랙 유량,통과,0.00047934964969442717,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,100.0,0.0,False,True,⑸ 주입랙 출구온도,통과,0.016339803196309788,0.0,원단위
B,20.0,3.0,5.0,3.0,27.0,dual_asymmetric,0,100.0,0.0,True,False,⑴ 총유량,해당 없음,7.036044395292151e-05,0.0,원단위
